image_name,label
isbi2025_ps3c_test_image_07529.png,rubbish
isbi2025_ps3c_test_image_06107.png,healthy
isbi2025_ps3c_test_image_17541.png,rubbish
isbi2025_ps3c_test_image_08097.png,rubbish
isbi2025_ps3c_test_image_16003.png,rubbish
isbi2025_ps3c_test_image_02911.png,healthy
isbi2025_ps3c_test_image_00708.png,healthy
isbi2025_ps3c_test_image_17233.png,rubbish
isbi2025_ps3c_test_image_16425.png,rubbish
isbi2025_ps3c_test_image_14375.png,healthy
isbi2025_ps3c_test_image_12572.png,rubbish
isbi2025_ps3c_test_image_04819.png,rubbish
isbi2025_ps3c_test_image_02192.png,rubbish
isbi2025_ps3c_test_image_00840.png,unhealthy
isbi2025_ps3c_test_image_14097.png,healthy
isbi2025_ps3c_test_image_02859.png,healthy
isbi2025_ps3c_test_image_04583.png,rubbish
isbi2025_ps3c_test_image_03126.png,healthy
isbi2025_ps3c_test_image_12920.png,rubbish
isbi2025_ps3c_test_image_04495.png,rubbish
isbi2025_ps3c_test_image_03004.png,rubbish
isbi2025_ps3c_test_image_00643.png,healthy
isbi2025_ps3c_test_image_04257.png,rubbish
isbi2025_ps3c_test_image_17325.png,rubbish
isbi2025_ps3c_test_image_12526.png,rubbish
isbi2025_ps3c_test_image_07213.png,rubbish
isbi2025_ps3c_test_image_16116.png,healthy
isbi2025_ps3c_test_image_06088.png,rubbish
isbi2025_ps3c_test_image_07690.png,rubbish
isbi2025_ps3c_test_image_02252.png,rubbish
isbi2025_ps3c_test_image_14717.png,rubbish
isbi2025_ps3c_test_image_04817.png,rubbish
isbi2025_ps3c_test_image_06165.png,healthy
isbi2025_ps3c_test_image_11234.png,rubbish
isbi2025_ps3c_test_image_16723.png,healthy
isbi2025_ps3c_test_image_17022.png,rubbish
isbi2025_ps3c_test_image_13343.png,healthy
isbi2025_ps3c_test_image_12983.png,healthy
isbi2025_ps3c_test_image_09585.png,healthy
isbi2025_ps3c_test_image_15622.png,healthy
isbi2025_ps3c_test_image_00314.png,rubbish
isbi2025_ps3c_test_image_03683.png,healthy
isbi2025_ps3c_test_image_16479.png,rubbish
isbi2025_ps3c_test_image_01592.png,healthy
isbi2025_ps3c_test_image_06633.png,rubbish
isbi2025_ps3c_test_image_02277.png,rubbish
isbi2025_ps3c_test_image_14473.png,healthy
isbi2025_ps3c_test_image_15689.png,rubbish
isbi2025_ps3c_test_image_16203.png,rubbish
isbi2025_ps3c_test_image_02003.png,rubbish
isbi2025_ps3c_test_image_08237.png,rubbish
isbi2025_ps3c_test_image_05581.png,rubbish
isbi2025_ps3c_test_image_12226.png,healthy
isbi2025_ps3c_test_image_16780.png,healthy
isbi2025_ps3c_test_image_07826.png,rubbish
isbi2025_ps3c_test_image_16489.png,rubbish
isbi2025_ps3c_test_image_09440.png,rubbish
isbi2025_ps3c_test_image_11506.png,healthy
isbi2025_ps3c_test_image_11056.png,rubbish
isbi2025_ps3c_test_image_13187.png,rubbish
isbi2025_ps3c_test_image_01933.png,unhealthy
isbi2025_ps3c_test_image_05831.png,unhealthy
isbi2025_ps3c_test_image_01104.png,healthy
isbi2025_ps3c_test_image_01837.png,healthy
isbi2025_ps3c_test_image_00555.png,healthy
isbi2025_ps3c_test_image_01362.png,rubbish
isbi2025_ps3c_test_image_13312.png,rubbish
isbi2025_ps3c_test_image_11611.png,rubbish
isbi2025_ps3c_test_image_05979.png,rubbish
isbi2025_ps3c_test_image_07634.png,healthy
isbi2025_ps3c_test_image_10839.png,rubbish
isbi2025_ps3c_test_image_12241.png,rubbish
isbi2025_ps3c_test_image_16757.png,rubbish
isbi2025_ps3c_test_image_10539.png,rubbish
isbi2025_ps3c_test_image_11026.png,rubbish
isbi2025_ps3c_test_image_15707.png,rubbish
isbi2025_ps3c_test_image_14956.png,rubbish
isbi2025_ps3c_test_image_02312.png,healthy
isbi2025_ps3c_test_image_06597.png,rubbish
isbi2025_ps3c_test_image_16029.png,healthy
isbi2025_ps3c_test_image_01789.png,rubbish
isbi2025_ps3c_test_image_00560.png,rubbish
isbi2025_ps3c_test_image_08304.png,rubbish
isbi2025_ps3c_test_image_11360.png,rubbish
isbi2025_ps3c_test_image_07568.png,healthy
isbi2025_ps3c_test_image_16518.png,healthy
isbi2025_ps3c_test_image_15593.png,rubbish
isbi2025_ps3c_test_image_08155.png,healthy
isbi2025_ps3c_test_image_05508.png,rubbish
isbi2025_ps3c_test_image_06032.png,rubbish
isbi2025_ps3c_test_image_02348.png,rubbish
isbi2025_ps3c_test_image_14638.png,rubbish
isbi2025_ps3c_test_image_15939.png,healthy
isbi2025_ps3c_test_image_17538.png,healthy
isbi2025_ps3c_test_image_07766.png,rubbish
isbi2025_ps3c_test_image_18091.png,rubbish
isbi2025_ps3c_test_image_09409.png,rubbish
isbi2025_ps3c_test_image_16213.png,healthy
isbi2025_ps3c_test_image_09583.png,rubbish
isbi2025_ps3c_test_image_13598.png,rubbish
isbi2025_ps3c_test_image_17441.png,rubbish
isbi2025_ps3c_test_image_17398.png,rubbish
isbi2025_ps3c_test_image_09694.png,healthy
isbi2025_ps3c_test_image_00108.png,rubbish
isbi2025_ps3c_test_image_11751.png,healthy
isbi2025_ps3c_test_image_16858.png,rubbish
isbi2025_ps3c_test_image_16861.png,unhealthy
isbi2025_ps3c_test_image_08375.png,rubbish
isbi2025_ps3c_test_image_03738.png,rubbish
isbi2025_ps3c_test_image_18029.png,rubbish
isbi2025_ps3c_test_image_11555.png,rubbish
isbi2025_ps3c_test_image_16667.png,rubbish
isbi2025_ps3c_test_image_12662.png,healthy
isbi2025_ps3c_test_image_12008.png,rubbish
isbi2025_ps3c_test_image_05417.png,healthy
isbi2025_ps3c_test_image_16927.png,rubbish
isbi2025_ps3c_test_image_15364.png,rubbish
isbi2025_ps3c_test_image_17795.png,rubbish
isbi2025_ps3c_test_image_16103.png,healthy
isbi2025_ps3c_test_image_13519.png,rubbish
isbi2025_ps3c_test_image_02811.png,healthy
isbi2025_ps3c_test_image_02014.png,rubbish
isbi2025_ps3c_test_image_07860.png,rubbish
isbi2025_ps3c_test_image_02683.png,rubbish
isbi2025_ps3c_test_image_17595.png,healthy
isbi2025_ps3c_test_image_02771.png,rubbish
isbi2025_ps3c_test_image_06317.png,rubbish
isbi2025_ps3c_test_image_04922.png,rubbish
isbi2025_ps3c_test_image_02566.png,rubbish
isbi2025_ps3c_test_image_08561.png,rubbish
isbi2025_ps3c_test_image_17307.png,healthy
isbi2025_ps3c_test_image_14692.png,healthy
isbi2025_ps3c_test_image_09666.png,rubbish
isbi2025_ps3c_test_image_06462.png,rubbish
isbi2025_ps3c_test_image_14957.png,healthy
isbi2025_ps3c_test_image_15276.png,rubbish
isbi2025_ps3c_test_image_08251.png,rubbish
isbi2025_ps3c_test_image_18132.png,rubbish
isbi2025_ps3c_test_image_16717.png,healthy
isbi2025_ps3c_test_image_05790.png,healthy
isbi2025_ps3c_test_image_02793.png,rubbish
isbi2025_ps3c_test_image_02408.png,unhealthy
isbi2025_ps3c_test_image_02606.png,rubbish
isbi2025_ps3c_test_image_14345.png,healthy
isbi2025_ps3c_test_image_14334.png,rubbish
isbi2025_ps3c_test_image_00872.png,rubbish
isbi2025_ps3c_test_image_02238.png,healthy
isbi2025_ps3c_test_image_00323.png,healthy
isbi2025_ps3c_test_image_07038.png,rubbish
isbi2025_ps3c_test_image_01332.png,rubbish
isbi2025_ps3c_test_image_09141.png,rubbish
isbi2025_ps3c_test_image_16317.png,healthy
isbi2025_ps3c_test_image_05613.png,rubbish
isbi2025_ps3c_test_image_08514.png,healthy
isbi2025_ps3c_test_image_02229.png,healthy
isbi2025_ps3c_test_image_00628.png,rubbish
isbi2025_ps3c_test_image_16896.png,rubbish
isbi2025_ps3c_test_image_14384.png,unhealthy
isbi2025_ps3c_test_image_05177.png,rubbish
isbi2025_ps3c_test_image_07202.png,rubbish
isbi2025_ps3c_test_image_03164.png,rubbish
isbi2025_ps3c_test_image_17775.png,rubbish
isbi2025_ps3c_test_image_05272.png,rubbish
isbi2025_ps3c_test_image_08187.png,rubbish
isbi2025_ps3c_test_image_15303.png,healthy
isbi2025_ps3c_test_image_01350.png,rubbish
isbi2025_ps3c_test_image_13726.png,rubbish
isbi2025_ps3c_test_image_02196.png,healthy
isbi2025_ps3c_test_image_02604.png,healthy
isbi2025_ps3c_test_image_08334.png,healthy
isbi2025_ps3c_test_image_07117.png,rubbish
isbi2025_ps3c_test_image_14592.png,rubbish
isbi2025_ps3c_test_image_14293.png,healthy
isbi2025_ps3c_test_image_01233.png,healthy
isbi2025_ps3c_test_image_11312.png,rubbish
isbi2025_ps3c_test_image_11787.png,rubbish
isbi2025_ps3c_test_image_07768.png,healthy
isbi2025_ps3c_test_image_06660.png,healthy
isbi2025_ps3c_test_image_14550.png,rubbish
isbi2025_ps3c_test_image_13017.png,rubbish
isbi2025_ps3c_test_image_16865.png,healthy
isbi2025_ps3c_test_image_04842.png,healthy
isbi2025_ps3c_test_image_12229.png,healthy
isbi2025_ps3c_test_image_03696.png,healthy
isbi2025_ps3c_test_image_11847.png,healthy
isbi2025_ps3c_test_image_14795.png,healthy
isbi2025_ps3c_test_image_17294.png,rubbish
isbi2025_ps3c_test_image_02022.png,rubbish
isbi2025_ps3c_test_image_14304.png,healthy
isbi2025_ps3c_test_image_05415.png,rubbish
isbi2025_ps3c_test_image_08621.png,healthy
isbi2025_ps3c_test_image_07726.png,rubbish
isbi2025_ps3c_test_image_17810.png,healthy
isbi2025_ps3c_test_image_02756.png,rubbish
isbi2025_ps3c_test_image_13899.png,rubbish
isbi2025_ps3c_test_image_09661.png,healthy
isbi2025_ps3c_test_image_02481.png,unhealthy
isbi2025_ps3c_test_image_14925.png,rubbish
isbi2025_ps3c_test_image_01533.png,healthy
isbi2025_ps3c_test_image_10443.png,healthy
isbi2025_ps3c_test_image_10194.png,rubbish
isbi2025_ps3c_test_image_15440.png,healthy
isbi2025_ps3c_test_image_11015.png,healthy
isbi2025_ps3c_test_image_09214.png,healthy
isbi2025_ps3c_test_image_04202.png,healthy
isbi2025_ps3c_test_image_10185.png,rubbish
isbi2025_ps3c_test_image_03223.png,rubbish
isbi2025_ps3c_test_image_10711.png,rubbish
isbi2025_ps3c_test_image_00812.png,healthy
isbi2025_ps3c_test_image_06061.png,healthy
isbi2025_ps3c_test_image_02714.png,rubbish
isbi2025_ps3c_test_image_11898.png,healthy
isbi2025_ps3c_test_image_16827.png,healthy
isbi2025_ps3c_test_image_04610.png,rubbish
isbi2025_ps3c_test_image_18092.png,rubbish
isbi2025_ps3c_test_image_18136.png,rubbish
isbi2025_ps3c_test_image_12142.png,rubbish
isbi2025_ps3c_test_image_07785.png,healthy
isbi2025_ps3c_test_image_14252.png,rubbish
isbi2025_ps3c_test_image_12518.png,rubbish
isbi2025_ps3c_test_image_03593.png,healthy
isbi2025_ps3c_test_image_01125.png,healthy
isbi2025_ps3c_test_image_00168.png,rubbish
isbi2025_ps3c_test_image_01165.png,healthy
isbi2025_ps3c_test_image_17356.png,healthy
isbi2025_ps3c_test_image_05898.png,rubbish
isbi2025_ps3c_test_image_01111.png,healthy
isbi2025_ps3c_test_image_03612.png,healthy
isbi2025_ps3c_test_image_02520.png,rubbish
isbi2025_ps3c_test_image_04480.png,unhealthy
isbi2025_ps3c_test_image_16280.png,healthy
isbi2025_ps3c_test_image_13889.png,healthy
isbi2025_ps3c_test_image_17640.png,rubbish
isbi2025_ps3c_test_image_11447.png,healthy
isbi2025_ps3c_test_image_15327.png,rubbish
isbi2025_ps3c_test_image_15531.png,rubbish
isbi2025_ps3c_test_image_05288.png,rubbish
isbi2025_ps3c_test_image_17008.png,healthy
isbi2025_ps3c_test_image_16972.png,rubbish
isbi2025_ps3c_test_image_14955.png,healthy
isbi2025_ps3c_test_image_04700.png,rubbish
isbi2025_ps3c_test_image_01282.png,rubbish
isbi2025_ps3c_test_image_12431.png,rubbish
isbi2025_ps3c_test_image_05741.png,healthy
isbi2025_ps3c_test_image_04427.png,healthy
isbi2025_ps3c_test_image_07120.png,healthy
isbi2025_ps3c_test_image_01002.png,healthy
isbi2025_ps3c_test_image_16503.png,rubbish
isbi2025_ps3c_test_image_13867.png,rubbish
isbi2025_ps3c_test_image_03836.png,rubbish
isbi2025_ps3c_test_image_01172.png,healthy
isbi2025_ps3c_test_image_05183.png,rubbish
isbi2025_ps3c_test_image_01701.png,healthy
isbi2025_ps3c_test_image_03970.png,healthy
isbi2025_ps3c_test_image_18078.png,rubbish
isbi2025_ps3c_test_image_11856.png,rubbish
isbi2025_ps3c_test_image_10988.png,rubbish
isbi2025_ps3c_test_image_05291.png,rubbish
isbi2025_ps3c_test_image_00336.png,rubbish
isbi2025_ps3c_test_image_04424.png,healthy
isbi2025_ps3c_test_image_17779.png,healthy
isbi2025_ps3c_test_image_06067.png,rubbish
isbi2025_ps3c_test_image_01522.png,healthy
isbi2025_ps3c_test_image_09522.png,healthy
isbi2025_ps3c_test_image_15213.png,rubbish
isbi2025_ps3c_test_image_04156.png,unhealthy
isbi2025_ps3c_test_image_03012.png,healthy
isbi2025_ps3c_test_image_14504.png,rubbish
isbi2025_ps3c_test_image_04305.png,rubbish
isbi2025_ps3c_test_image_06338.png,rubbish
isbi2025_ps3c_test_image_08937.png,unhealthy
isbi2025_ps3c_test_image_11382.png,healthy
isbi2025_ps3c_test_image_13492.png,rubbish
isbi2025_ps3c_test_image_17645.png,unhealthy
isbi2025_ps3c_test_image_16966.png,rubbish
isbi2025_ps3c_test_image_08710.png,rubbish
isbi2025_ps3c_test_image_14088.png,healthy
isbi2025_ps3c_test_image_05676.png,rubbish
isbi2025_ps3c_test_image_10151.png,rubbish
isbi2025_ps3c_test_image_15384.png,rubbish
isbi2025_ps3c_test_image_10153.png,healthy
isbi2025_ps3c_test_image_01672.png,rubbish
isbi2025_ps3c_test_image_00074.png,healthy
isbi2025_ps3c_test_image_13512.png,rubbish
isbi2025_ps3c_test_image_04618.png,rubbish
isbi2025_ps3c_test_image_01661.png,healthy
isbi2025_ps3c_test_image_12868.png,rubbish
isbi2025_ps3c_test_image_17732.png,healthy
isbi2025_ps3c_test_image_02309.png,healthy
isbi2025_ps3c_test_image_09964.png,healthy
isbi2025_ps3c_test_image_11620.png,rubbish
isbi2025_ps3c_test_image_13098.png,rubbish
isbi2025_ps3c_test_image_09468.png,rubbish
isbi2025_ps3c_test_image_14035.png,rubbish
isbi2025_ps3c_test_image_14836.png,healthy
isbi2025_ps3c_test_image_09652.png,rubbish
isbi2025_ps3c_test_image_07599.png,healthy
isbi2025_ps3c_test_image_04865.png,rubbish
isbi2025_ps3c_test_image_17344.png,rubbish
isbi2025_ps3c_test_image_09825.png,healthy
isbi2025_ps3c_test_image_17002.png,rubbish
isbi2025_ps3c_test_image_01559.png,rubbish
isbi2025_ps3c_test_image_12293.png,rubbish
isbi2025_ps3c_test_image_03289.png,healthy
isbi2025_ps3c_test_image_15059.png,rubbish
isbi2025_ps3c_test_image_00707.png,healthy
isbi2025_ps3c_test_image_07438.png,rubbish
isbi2025_ps3c_test_image_06666.png,rubbish
isbi2025_ps3c_test_image_13070.png,rubbish
isbi2025_ps3c_test_image_12393.png,rubbish
isbi2025_ps3c_test_image_04768.png,rubbish
isbi2025_ps3c_test_image_03776.png,rubbish
isbi2025_ps3c_test_image_17267.png,healthy
isbi2025_ps3c_test_image_05249.png,healthy
isbi2025_ps3c_test_image_05351.png,rubbish
isbi2025_ps3c_test_image_08279.png,healthy
isbi2025_ps3c_test_image_13452.png,rubbish
isbi2025_ps3c_test_image_05520.png,healthy
isbi2025_ps3c_test_image_06659.png,rubbish
isbi2025_ps3c_test_image_05773.png,rubbish
isbi2025_ps3c_test_image_16754.png,rubbish
isbi2025_ps3c_test_image_12622.png,rubbish
isbi2025_ps3c_test_image_16137.png,healthy
isbi2025_ps3c_test_image_06598.png,rubbish
isbi2025_ps3c_test_image_13946.png,rubbish
isbi2025_ps3c_test_image_01498.png,rubbish
isbi2025_ps3c_test_image_11556.png,rubbish
isbi2025_ps3c_test_image_01599.png,healthy
isbi2025_ps3c_test_image_10010.png,rubbish
isbi2025_ps3c_test_image_13379.png,rubbish
isbi2025_ps3c_test_image_05368.png,healthy
isbi2025_ps3c_test_image_09918.png,healthy
isbi2025_ps3c_test_image_13612.png,healthy
isbi2025_ps3c_test_image_15107.png,healthy
isbi2025_ps3c_test_image_12013.png,unhealthy
isbi2025_ps3c_test_image_05217.png,rubbish
isbi2025_ps3c_test_image_10439.png,rubbish
isbi2025_ps3c_test_image_09243.png,healthy
isbi2025_ps3c_test_image_00184.png,healthy
isbi2025_ps3c_test_image_06573.png,rubbish
isbi2025_ps3c_test_image_01798.png,healthy
isbi2025_ps3c_test_image_18015.png,healthy
isbi2025_ps3c_test_image_07389.png,rubbish
isbi2025_ps3c_test_image_03800.png,healthy
isbi2025_ps3c_test_image_13280.png,rubbish
isbi2025_ps3c_test_image_06941.png,rubbish
isbi2025_ps3c_test_image_13506.png,rubbish
isbi2025_ps3c_test_image_00466.png,rubbish
isbi2025_ps3c_test_image_02415.png,rubbish
isbi2025_ps3c_test_image_14352.png,rubbish
isbi2025_ps3c_test_image_00256.png,rubbish
isbi2025_ps3c_test_image_15319.png,rubbish
isbi2025_ps3c_test_image_08688.png,unhealthy
isbi2025_ps3c_test_image_02809.png,rubbish
isbi2025_ps3c_test_image_06764.png,rubbish
isbi2025_ps3c_test_image_11271.png,rubbish
isbi2025_ps3c_test_image_09989.png,healthy
isbi2025_ps3c_test_image_01682.png,healthy
isbi2025_ps3c_test_image_02933.png,healthy
isbi2025_ps3c_test_image_01321.png,rubbish
isbi2025_ps3c_test_image_07447.png,healthy
isbi2025_ps3c_test_image_11755.png,rubbish
isbi2025_ps3c_test_image_13973.png,healthy
isbi2025_ps3c_test_image_14495.png,rubbish
isbi2025_ps3c_test_image_08562.png,rubbish
isbi2025_ps3c_test_image_07357.png,rubbish
isbi2025_ps3c_test_image_01400.png,rubbish
isbi2025_ps3c_test_image_07398.png,healthy
isbi2025_ps3c_test_image_03574.png,rubbish
isbi2025_ps3c_test_image_12039.png,healthy
isbi2025_ps3c_test_image_10512.png,rubbish
isbi2025_ps3c_test_image_05843.png,rubbish
isbi2025_ps3c_test_image_00350.png,rubbish
isbi2025_ps3c_test_image_00276.png,rubbish
isbi2025_ps3c_test_image_08724.png,unhealthy
isbi2025_ps3c_test_image_16075.png,healthy
isbi2025_ps3c_test_image_11586.png,rubbish
isbi2025_ps3c_test_image_05250.png,rubbish
isbi2025_ps3c_test_image_06522.png,rubbish
isbi2025_ps3c_test_image_00209.png,rubbish
isbi2025_ps3c_test_image_08756.png,healthy
isbi2025_ps3c_test_image_15881.png,rubbish
isbi2025_ps3c_test_image_13056.png,healthy
isbi2025_ps3c_test_image_08147.png,rubbish
isbi2025_ps3c_test_image_11511.png,healthy
isbi2025_ps3c_test_image_11512.png,rubbish
isbi2025_ps3c_test_image_09465.png,healthy
isbi2025_ps3c_test_image_02615.png,healthy
isbi2025_ps3c_test_image_14646.png,rubbish
isbi2025_ps3c_test_image_06870.png,healthy
isbi2025_ps3c_test_image_10424.png,rubbish
isbi2025_ps3c_test_image_07193.png,rubbish
isbi2025_ps3c_test_image_01886.png,healthy
isbi2025_ps3c_test_image_14727.png,healthy
isbi2025_ps3c_test_image_14745.png,rubbish
isbi2025_ps3c_test_image_16322.png,unhealthy
isbi2025_ps3c_test_image_09626.png,rubbish
isbi2025_ps3c_test_image_13286.png,rubbish
isbi2025_ps3c_test_image_15798.png,rubbish
isbi2025_ps3c_test_image_12269.png,healthy
isbi2025_ps3c_test_image_00024.png,rubbish
isbi2025_ps3c_test_image_04884.png,healthy
isbi2025_ps3c_test_image_09482.png,rubbish
isbi2025_ps3c_test_image_11333.png,healthy
isbi2025_ps3c_test_image_08428.png,rubbish
isbi2025_ps3c_test_image_17605.png,rubbish
isbi2025_ps3c_test_image_10472.png,healthy
isbi2025_ps3c_test_image_08784.png,healthy
isbi2025_ps3c_test_image_06593.png,healthy
isbi2025_ps3c_test_image_03583.png,healthy
isbi2025_ps3c_test_image_09013.png,rubbish
isbi2025_ps3c_test_image_06104.png,rubbish
isbi2025_ps3c_test_image_17446.png,rubbish
isbi2025_ps3c_test_image_04678.png,healthy
isbi2025_ps3c_test_image_00551.png,healthy
isbi2025_ps3c_test_image_02490.png,rubbish
isbi2025_ps3c_test_image_10937.png,rubbish
isbi2025_ps3c_test_image_06255.png,healthy
isbi2025_ps3c_test_image_17970.png,rubbish
isbi2025_ps3c_test_image_02377.png,rubbish
isbi2025_ps3c_test_image_16198.png,rubbish
isbi2025_ps3c_test_image_14808.png,healthy
isbi2025_ps3c_test_image_09382.png,rubbish
isbi2025_ps3c_test_image_10416.png,rubbish
isbi2025_ps3c_test_image_05695.png,unhealthy
isbi2025_ps3c_test_image_02700.png,healthy
isbi2025_ps3c_test_image_04299.png,rubbish
isbi2025_ps3c_test_image_07865.png,rubbish
isbi2025_ps3c_test_image_07044.png,healthy
isbi2025_ps3c_test_image_06971.png,healthy
isbi2025_ps3c_test_image_17013.png,rubbish
isbi2025_ps3c_test_image_15559.png,rubbish
isbi2025_ps3c_test_image_06966.png,healthy
isbi2025_ps3c_test_image_00598.png,rubbish
isbi2025_ps3c_test_image_11185.png,rubbish
isbi2025_ps3c_test_image_03047.png,healthy
isbi2025_ps3c_test_image_10852.png,healthy
isbi2025_ps3c_test_image_06560.png,healthy
isbi2025_ps3c_test_image_02439.png,rubbish
isbi2025_ps3c_test_image_13166.png,healthy
isbi2025_ps3c_test_image_15988.png,rubbish
isbi2025_ps3c_test_image_01490.png,rubbish
isbi2025_ps3c_test_image_00463.png,healthy
isbi2025_ps3c_test_image_03512.png,rubbish
isbi2025_ps3c_test_image_11454.png,rubbish
isbi2025_ps3c_test_image_13295.png,rubbish
isbi2025_ps3c_test_image_10374.png,rubbish
isbi2025_ps3c_test_image_10723.png,unhealthy
isbi2025_ps3c_test_image_04197.png,healthy
isbi2025_ps3c_test_image_07024.png,rubbish
isbi2025_ps3c_test_image_17126.png,healthy
isbi2025_ps3c_test_image_13011.png,rubbish
isbi2025_ps3c_test_image_13672.png,rubbish
isbi2025_ps3c_test_image_01330.png,rubbish
isbi2025_ps3c_test_image_04544.png,healthy
isbi2025_ps3c_test_image_16376.png,rubbish
isbi2025_ps3c_test_image_05003.png,healthy
isbi2025_ps3c_test_image_03152.png,rubbish
isbi2025_ps3c_test_image_04000.png,healthy
isbi2025_ps3c_test_image_09073.png,rubbish
isbi2025_ps3c_test_image_08838.png,healthy
isbi2025_ps3c_test_image_10625.png,rubbish
isbi2025_ps3c_test_image_09123.png,healthy
isbi2025_ps3c_test_image_17360.png,healthy
isbi2025_ps3c_test_image_01989.png,healthy
isbi2025_ps3c_test_image_11061.png,healthy
isbi2025_ps3c_test_image_04177.png,healthy
isbi2025_ps3c_test_image_17526.png,healthy
isbi2025_ps3c_test_image_16903.png,rubbish
isbi2025_ps3c_test_image_07722.png,rubbish
isbi2025_ps3c_test_image_11024.png,rubbish
isbi2025_ps3c_test_image_15173.png,rubbish
isbi2025_ps3c_test_image_02011.png,rubbish
isbi2025_ps3c_test_image_06335.png,healthy
isbi2025_ps3c_test_image_02127.png,rubbish
isbi2025_ps3c_test_image_04526.png,rubbish
isbi2025_ps3c_test_image_11881.png,rubbish
isbi2025_ps3c_test_image_06709.png,healthy
isbi2025_ps3c_test_image_13338.png,healthy
isbi2025_ps3c_test_image_07661.png,rubbish
isbi2025_ps3c_test_image_02479.png,healthy
isbi2025_ps3c_test_image_07772.png,rubbish
isbi2025_ps3c_test_image_17804.png,rubbish
isbi2025_ps3c_test_image_01857.png,rubbish
isbi2025_ps3c_test_image_09461.png,healthy
isbi2025_ps3c_test_image_11105.png,unhealthy
isbi2025_ps3c_test_image_17390.png,rubbish
isbi2025_ps3c_test_image_16890.png,healthy
isbi2025_ps3c_test_image_11608.png,healthy
isbi2025_ps3c_test_image_09689.png,rubbish
isbi2025_ps3c_test_image_00438.png,healthy
isbi2025_ps3c_test_image_13695.png,healthy
isbi2025_ps3c_test_image_13621.png,rubbish
